molecule_chembl_id,molecule_pref_name,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_chembl_id,assay_description,assay_type,target_chembl_id,target_pref_name,target_organism,document_chembl_id,document_journal,document_year,activity_id
CHEMBL424203,,O=C1/C(=C/c2ccccn2)CCc2ccccc21,IC50,>,250000.0,nM,,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,219244
CHEMBL1630911,,C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@@]43CO)[C@@H]1CCC2=O,IC50,=,6900.0,nM,5.16,CHEMBL666789,Inhibition of aromatase activity in human placental microsomes determined by radiometric assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,219383
CHEMBL1630911,,C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@@]43CO)[C@@H]1CCC2=O,Ki,=,1000.0,nM,6.00,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,219384
CHEMBL40125,,CCCCC1(c2ccncc2)CCC(=O)NC1=O,IC50,=,4000.0,nM,5.40,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,220137
CHEMBL28689,,O=C1/C(=C/c2ccccc2)CCc2ccccc21,IC50,>,250000.0,nM,,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,220476
CHEMBL166974,,O=C1/C(=C/c2ccsc2)CCc2ccccc21,IC50,>,250000.0,nM,,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,220480
CHEMBL2311169,,C[C@]12CCCCC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,660.0,nM,6.18,CHEMBL666789,Inhibition of aromatase activity in human placental microsomes determined by radiometric assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,220553
CHEMBL2311169,,C[C@]12CCCCC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,120.0,nM,6.92,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,220554
CHEMBL38472,,CCCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,IC50,=,330.0,nM,6.48,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,221319
CHEMBL38472,,CCCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,Ki,=,90.0,nM,7.05,CHEMBL662249,Inhibition of human placental cytochrome P450 19A1 with testosterone,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,221320
CHEMBL38472,,CCCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,Ki,=,200.0,nM,6.70,CHEMBL662248,Inhibition of human placental cytochrome P450 19A1 with androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,221321
CHEMBL38472,,CCCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,IC50,=,600.0,nM,6.22,CHEMBL666800,Inhibition of human placental cytochrome P450 19A1 with androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,221322
CHEMBL98463,,CC12CCC3C(C1CCC2=O)[C@H](Cc1ccccc1)CC1=CC(=O)CCC13C,Ki,=,18.9,nM,7.72,CHEMBL662244,Apparent binding affinity for human placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1128481,J Med Chem,1995,230830
CHEMBL99204,,CC12CCC3C(C1CCC2=O)[C@H](CCc1ccccc1)CC1=CC(=O)CCC13C,Ki,=,13.1,nM,7.88,CHEMBL662244,Apparent binding affinity for human placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1128481,J Med Chem,1995,235957
CHEMBL3349657,,C[C@]12CCC(=O)C=C1C[C@@H](CCCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,16.5,nM,7.78,CHEMBL662244,Apparent binding affinity for human placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1128481,J Med Chem,1995,238454
CHEMBL3349655,,C[C@]12CCC(=O)C=C1C[C@H](CCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,40.2,nM,7.40,CHEMBL662244,Apparent binding affinity for human placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1128481,J Med Chem,1995,246739
CHEMBL276140,,CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2,IC50,>,100000.0,nM,,CHEMBL664327,Inhibition of heterologously expressed human Cytochrome P450 19A1 at 100 uM,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1130195,J Med Chem,1997,248662
CHEMBL3349658,,C[C@]12CC[C@H]3[C@@H]([C@H](Cc4ccccc4)CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,Ki,=,39.5,nM,7.40,CHEMBL662244,Apparent binding affinity for human placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1128481,J Med Chem,1995,249429
CHEMBL3349656,,C[C@]12CCC(=O)C=C1C[C@H](Cc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,44.5,nM,7.35,CHEMBL662244,Apparent binding affinity for human placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1128481,J Med Chem,1995,249434
CHEMBL3349659,,C[C@]12CC[C@H]3[C@@H]([C@H](CCc4ccccc4)CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,Ki,=,36.0,nM,7.44,CHEMBL662244,Apparent binding affinity for human placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1128481,J Med Chem,1995,254905
CHEMBL3245357,,C[C@]12CCC(=O)C=C1C[C@@H](Sc1ccc(N)cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,18.0,nM,7.75,CHEMBL662244,Apparent binding affinity for human placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1128481,J Med Chem,1995,260254
CHEMBL297784,,Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1,IC50,>,100000.0,nM,,CHEMBL664325,Inhibition of heterologously expressed human Cytochrome P450 19A1 at 100 uM,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1130195,J Med Chem,1997,260935
CHEMBL14563,SB-242084,Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,IC50,>,100000.0,nM,,CHEMBL664327,Inhibition of heterologously expressed human Cytochrome P450 19A1 at 100 uM,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1130195,J Med Chem,1997,260946
CHEMBL3349548,,C[C@]12C=CC(=O)C=C1C[C@@H](Sc1ccc(N)cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,10.0,nM,8.00,CHEMBL649362,Inhibition of aromatase cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1149926,Bioorg Med Chem Lett,1995,266449
CHEMBL2105261,PLOMESTANE,C#CC[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,4.0,nM,8.40,CHEMBL664413,In vitro inhibition of Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1124665,J Med Chem,1989,267120
CHEMBL274318,FLAVANONE,O=C1CC(c2ccccc2)Oc2ccccc21,IC50,=,28500.0,nM,4.54,CHEMBL666797,"In vitro inhibition of [1,2,6,7-3H]-androstenedione binding to human placental microsome cytochrome P450 19A1",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1135267,Bioorg Med Chem Lett,2002,271716
CHEMBL298172,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C(O)CBr)C1CCC2=O,Ki,=,1130.0,nM,5.95,CHEMBL663783,Inhibition of binding to human Placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125704,J Med Chem,1991,272315
CHEMBL1571,TESTOLACTONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12,Ki,=,35000.0,nM,4.46,CHEMBL664413,In vitro inhibition of Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1124665,J Med Chem,1989,273429
CHEMBL48160,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C(O)CCl)C1CCC2=O,Ki,=,63.0,nM,7.20,CHEMBL663783,Inhibition of binding to human Placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125704,J Med Chem,1991,273534
CHEMBL113739,,C#CC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2CCC(=O)C=C21,IC50,=,187.5,nM,6.73,CHEMBL663238,Inhibition of human placental microsome Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1130177,J Med Chem,1997,273661
CHEMBL113739,,C#CC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2CCC(=O)C=C21,Ki,=,65.8,nM,7.18,CHEMBL660322,Binding affinity for human placental microsome Cytochrome P450 19A1 by nonlinear regression analysis,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1130177,J Med Chem,1997,273662
CHEMBL300921,,C[C@]12CCC3C(CCC4=CC(=O)[C@H]5CC[C@]43C5)C1CCC2=O,Ki,=,70.0,nM,7.16,CHEMBL663783,Inhibition of binding to human Placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125704,J Med Chem,1991,276047
CHEMBL298172,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C(O)CBr)C1CCC2=O,Ki,=,27.0,nM,7.57,CHEMBL663783,Inhibition of binding to human Placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125704,J Med Chem,1991,276048
CHEMBL113121,,C#CC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,IC50,=,176.0,nM,6.75,CHEMBL663238,Inhibition of human placental microsome Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1130177,J Med Chem,1997,276093
CHEMBL113121,,C#CC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,Ki,=,37.0,nM,7.43,CHEMBL660322,Binding affinity for human placental microsome Cytochrome P450 19A1 by nonlinear regression analysis,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1130177,J Med Chem,1997,276094
CHEMBL297073,,C[C@]12CCC3C(CCC4=CC(=O)[C@H]5C[C@@H](O)[C@]43C5)C1CCC2=O,Ki,=,870.0,nM,6.06,CHEMBL663783,Inhibition of binding to human Placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125704,J Med Chem,1991,278545
CHEMBL3349549,,C[C@]12CCC(=O)C=C1C[C@@H](CCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,16.5,nM,7.78,CHEMBL649362,Inhibition of aromatase cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1149926,Bioorg Med Chem Lett,1995,278926
CHEMBL3245357,,C[C@]12CCC(=O)C=C1C[C@@H](Sc1ccc(N)cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,18.0,nM,7.75,CHEMBL649362,Inhibition of aromatase cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1149926,Bioorg Med Chem Lett,1995,280089
CHEMBL10137,,COc1ccc2c(c1)OC(c1ccccc1)/C(=C\c1ccncc1)C2=O,IC50,=,620.0,nM,6.21,CHEMBL666797,"In vitro inhibition of [1,2,6,7-3H]-androstenedione binding to human placental microsome cytochrome P450 19A1",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1135267,Bioorg Med Chem Lett,2002,280181
CHEMBL10072,,O=C1/C(=C\c2ccncc2)C(c2ccccc2)Oc2ccccc21,IC50,=,3300.0,nM,5.48,CHEMBL666797,"In vitro inhibition of [1,2,6,7-3H]-androstenedione binding to human placental microsome cytochrome P450 19A1",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1135267,Bioorg Med Chem Lett,2002,280184
CHEMBL113082,,C#CC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,IC50,=,31.0,nM,7.51,CHEMBL663238,Inhibition of human placental microsome Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1130177,J Med Chem,1997,281039
CHEMBL113082,,C#CC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,Ki,=,10.0,nM,8.00,CHEMBL660322,Binding affinity for human placental microsome Cytochrome P450 19A1 by nonlinear regression analysis,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1130177,J Med Chem,1997,281040
CHEMBL9687,,COc1ccc2c(c1)OC(c1ccccc1)CC2=O,IC50,=,8000.0,nM,5.10,CHEMBL666797,"In vitro inhibition of [1,2,6,7-3H]-androstenedione binding to human placental microsome cytochrome P450 19A1",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1135267,Bioorg Med Chem Lett,2002,282651
CHEMBL48460,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C(O)CI)C1CCC2=O,Ki,=,11.0,nM,7.96,CHEMBL663783,Inhibition of binding to human Placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125704,J Med Chem,1991,283149
CHEMBL3349550,,C[C@]12CCC(=O)C=C1C[C@@H](Cc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,13.1,nM,7.88,CHEMBL649362,Inhibition of aromatase cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1149926,Bioorg Med Chem Lett,1995,284845
CHEMBL416282,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C(=O)CBr)C1CCC2=O,Ki,=,190.0,nM,6.72,CHEMBL663783,Inhibition of binding to human Placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125704,J Med Chem,1991,285615
CHEMBL10026,,O=C1/C(=C/c2ccncc2)C(c2ccccc2)Oc2ccccc21,IC50,=,800.0,nM,6.10,CHEMBL666797,"In vitro inhibition of [1,2,6,7-3H]-androstenedione binding to human placental microsome cytochrome P450 19A1",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1135267,Bioorg Med Chem Lett,2002,287165
CHEMBL2105261,PLOMESTANE,C#CC[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,56.2,nM,7.25,CHEMBL663238,Inhibition of human placental microsome Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1130177,J Med Chem,1997,289323
CHEMBL2105261,PLOMESTANE,C#CC[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,15.2,nM,7.82,CHEMBL660322,Binding affinity for human placental microsome Cytochrome P450 19A1 by nonlinear regression analysis,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1130177,J Med Chem,1997,289324
CHEMBL488,AMINOGLUTETHIMIDE,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,IC50,=,5200.0,nM,5.28,CHEMBL666797,"In vitro inhibition of [1,2,6,7-3H]-androstenedione binding to human placental microsome cytochrome P450 19A1",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1135267,Bioorg Med Chem Lett,2002,290938
CHEMBL304515,,CC12CCC3C(CCC4=C(O)C(=O)CCC43C)C1CCCC2=O,Ki,=,10.2,nM,7.99,CHEMBL664413,In vitro inhibition of Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1124665,J Med Chem,1989,291447
CHEMBL296617,,C[C@]12CCC3C(CCC4=CC(=O)[C@H]5C[C@H](O)[C@]43C5)C1CCC2=O,Ki,=,926.0,nM,6.03,CHEMBL663783,Inhibition of binding to human Placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125704,J Med Chem,1991,295455
CHEMBL109211,,C#CC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2CCC(=O)C=C21,IC50,=,275.0,nM,6.56,CHEMBL663238,Inhibition of human placental microsome Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1130177,J Med Chem,1997,299356
CHEMBL109211,,C#CC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2CCC(=O)C=C21,Ki,=,47.6,nM,7.32,CHEMBL660322,Binding affinity for human placental microsome Cytochrome P450 19A1 by nonlinear regression analysis,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1130177,J Med Chem,1997,299357
CHEMBL267508,,COc1ccc2c(c1)OC(c1ccccc1)/C(=C/c1ccncc1)C2=O,IC50,=,1600.0,nM,5.80,CHEMBL666797,"In vitro inhibition of [1,2,6,7-3H]-androstenedione binding to human placental microsome cytochrome P450 19A1",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1135267,Bioorg Med Chem Lett,2002,302337
CHEMBL27879,,CCCCCCCCCCN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,IC50,=,225.0,nM,6.65,CHEMBL661153,In vitro inhibition of human placental Cytochrome P450 19A aromatase,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125660,J Med Chem,1991,307929
CHEMBL27386,,Nc1ccc([C@@]23C[C@@H]2C(=O)NC3=O)cc1,IC50,=,1000.0,nM,6.00,CHEMBL661153,In vitro inhibition of human placental Cytochrome P450 19A aromatase,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125660,J Med Chem,1991,313339
CHEMBL287574,,Nc1ccc(C23CC2C(=O)NC3=O)cc1,IC50,=,1800.0,nM,5.75,CHEMBL663243,In vitro inhibition of human placental Cytochrome P450 19A1 aromatase,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125660,J Med Chem,1991,318376
CHEMBL488,AMINOGLUTETHIMIDE,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,IC50,=,1900.0,nM,5.72,CHEMBL645587,In vitro inhibition of cytochrome P450 19A1 Aromatase,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125660,J Med Chem,1991,325803
CHEMBL488,AMINOGLUTETHIMIDE,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,IC50,=,13000.0,nM,4.89,CHEMBL692480,In vitro inhibition of estrogen production in hamster ovarian tissue,F,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125660,J Med Chem,1991,325805
CHEMBL281947,,Nc1ccc(C23CC2C(=O)N(CC2CCCCC2)C3=O)cc1,IC50,=,5.0,nM,8.30,CHEMBL645587,In vitro inhibition of cytochrome P450 19A1 Aromatase,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125660,J Med Chem,1991,326997
CHEMBL281947,,Nc1ccc(C23CC2C(=O)N(CC2CCCCC2)C3=O)cc1,IC50,=,230.0,nM,6.64,CHEMBL692480,In vitro inhibition of estrogen production in hamster ovarian tissue,F,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125660,J Med Chem,1991,326999
CHEMBL26543,,Nc1ccc(C23CC(C2)C(=O)NC3=O)cc1,IC50,=,2000.0,nM,5.70,CHEMBL661153,In vitro inhibition of human placental Cytochrome P450 19A aromatase,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125660,J Med Chem,1991,330917
CHEMBL27546,,Nc1ccc(C23CC(C2)C(=O)N(CC2CCCCC2)C3=O)cc1,IC50,=,97.0,nM,7.01,CHEMBL661153,In vitro inhibition of human placental Cytochrome P450 19A aromatase,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125660,J Med Chem,1991,330919
CHEMBL286506,,CC(C)CN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,IC50,=,62.0,nM,7.21,CHEMBL661153,In vitro inhibition of human placental Cytochrome P450 19A aromatase,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125660,J Med Chem,1991,332258
CHEMBL281947,,Nc1ccc(C23CC2C(=O)N(CC2CCCCC2)C3=O)cc1,IC50,=,150.0,nM,6.82,CHEMBL645587,In vitro inhibition of cytochrome P450 19A1 Aromatase,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125660,J Med Chem,1991,332364
CHEMBL281947,,Nc1ccc(C23CC2C(=O)N(CC2CCCCC2)C3=O)cc1,IC50,=,12.0,nM,7.92,CHEMBL661153,In vitro inhibition of human placental Cytochrome P450 19A aromatase,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125660,J Med Chem,1991,336173
CHEMBL281947,,Nc1ccc(C23CC2C(=O)N(CC2CCCCC2)C3=O)cc1,IC50,=,780.0,nM,6.11,CHEMBL692482,In vitro inhibition of estrogen production in hamster ovarian tissue,F,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125660,J Med Chem,1991,336175
CHEMBL26651,,CCCCCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,IC50,=,23.0,nM,7.64,CHEMBL661153,In vitro inhibition of human placental Cytochrome P450 19A aromatase,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125660,J Med Chem,1991,336200
CHEMBL27591,,CCCCCN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,IC50,=,31.0,nM,7.51,CHEMBL661153,In vitro inhibition of human placental Cytochrome P450 19A aromatase,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125660,J Med Chem,1991,336202
CHEMBL28173,,CCCCCCCN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,IC50,=,49.0,nM,7.31,CHEMBL661153,In vitro inhibition of human placental Cytochrome P450 19A aromatase,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125660,J Med Chem,1991,336204
CHEMBL28290,,COc1ccc(CN2C(=O)C3CC(c4ccc(N)cc4)(C3)C2=O)cc1,IC50,=,240.0,nM,6.62,CHEMBL661153,In vitro inhibition of human placental Cytochrome P450 19A aromatase,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125660,J Med Chem,1991,336206
CHEMBL27467,,Nc1ccc(C23CC(C2)C(=O)N(C2CCCCC2)C3=O)cc1,IC50,=,13.0,nM,7.89,CHEMBL661153,In vitro inhibition of human placental Cytochrome P450 19A aromatase,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125660,J Med Chem,1991,338753
CHEMBL27467,,Nc1ccc(C23CC(C2)C(=O)N(C2CCCCC2)C3=O)cc1,IC50,=,70.0,nM,7.16,CHEMBL692482,In vitro inhibition of estrogen production in hamster ovarian tissue,F,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125660,J Med Chem,1991,338755
CHEMBL27698,,CCCN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,IC50,=,111.0,nM,6.96,CHEMBL661153,In vitro inhibition of human placental Cytochrome P450 19A aromatase,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125660,J Med Chem,1991,343741
CHEMBL27767,,Nc1ccc([C@]23C[C@H]2C(=O)NC3=O)cc1,IC50,=,777000.0,nM,,CHEMBL645587,In vitro inhibition of cytochrome P450 19A1 Aromatase,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125660,J Med Chem,1991,343899
CHEMBL26093,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@]43C3CO3)C1CCC2=O,Ki,=,7.0,nM,8.15,CHEMBL664584,Inhibition of human placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125662,J Med Chem,1991,433668
CHEMBL2113269,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C[C@H]3CO3)[C@@H]1CCC2=O,Ki,=,86.0,nM,7.07,CHEMBL664584,Inhibition of human placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125662,J Med Chem,1991,440132
CHEMBL281433,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@]43C3CS3)C1CCC2=O,Ki,=,1.0,nM,9.00,CHEMBL664584,Inhibition of human placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125662,J Med Chem,1991,440133
CHEMBL2113268,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C[C@@H]3CO3)[C@@H]1CCC2=O,Ki,=,753.0,nM,6.12,CHEMBL664584,Inhibition of human placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125662,J Med Chem,1991,445588
CHEMBL305220,,Nc1ccc(SC[C@H]2CO[C@@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1,Ki,=,13.0,nM,7.89,CHEMBL664420,Binding affinity for Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1127068,J Med Chem,1993,446486
CHEMBL2113276,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C[C@@H]3CS3)[C@@H]1CCC2=O,Ki,=,206.0,nM,6.69,CHEMBL664584,Inhibition of human placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125662,J Med Chem,1991,458765
CHEMBL70611,AZALANSTAT,Nc1ccc(SC[C@@H]2CO[C@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1,Ki,=,7.6,nM,8.12,CHEMBL664420,Binding affinity for Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1127068,J Med Chem,1993,459469
CHEMBL282580,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C3CS3)C1CCC2=O,Ki,=,75.0,nM,7.12,CHEMBL664584,Inhibition of human placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125662,J Med Chem,1991,463799
CHEMBL2113272,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C[C@H]3CS3)[C@@H]1CCC2=O,Ki,=,22.0,nM,7.66,CHEMBL664584,Inhibition of human placental Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1125662,J Med Chem,1991,464995
